CaterpillarG3608-Cyl8-2018-09-10 00:15:12,CaterpillarG3608-Cyl8-2018-09-10 00:17:21,CaterpillarG3608-Cyl8-2018-09-10 00:20:05,CaterpillarG3608-Cyl8-2018-09-10 00:21:57,CaterpillarG3608-Cyl8-2018-09-10 00:23:40,CaterpillarG3608-Cyl8-2018-09-10 00:25:42,CaterpillarG3608-Cyl8-2018-09-10 00:27:20,CaterpillarG3608-Cyl8-2018-09-10 00:29:15,CaterpillarG3608-Cyl8-2018-09-10 00:30:49,CaterpillarG3608-Cyl8-2018-09-10 00:32:40,CaterpillarG3608-Cyl8-2018-09-10 00:34:23,CaterpillarG3608-Cyl8-2018-09-10 00:35:55,CaterpillarG3608-Cyl8-2018-09-10 00:37:38,CaterpillarG3608-Cyl8-2018-09-10 00:39:21,CaterpillarG3608-Cyl8-2018-09-10 00:40:56
0.233117775,0.245127987,0.262437697,0.224624347,0.203175628,0.204121181,0.234382747,0.235004571,0.227569489,0.214725985,0.234487506,0.24706793,0.209926806,0.215459019,0.255726379
0.220541535,0.240217972,0.230568376,0.227396741,0.208484722,0.198917476,0.242876951,0.256961827,0.230781789,0.243149463,0.231620234,0.243439468,0.226684542,0.235492569,0.232141345
0.213196709,0.247882176,0.213053179,0.250846239,0.230926827,0.209991795,0.207014064,0.224112925,0.199611691,0.209200414,0.254038822,0.260494444,0.19578122,0.246396115,0.223447906
0.208466184,0.208318268,0.221229296,0.239845938,0.220740551,0.203719539,0.216636845,0.208283329,0.18276028,0.211981345,0.261683795,0.248509461,0.226910997,0.240521523,0.234891006
0.197918576,0.211321014,0.251033811,0.249119221,0.241491371,0.21516489,0.230890395,0.24863171,0.209962061,0.201899831,0.217332345,0.231273911,0.244138053,0.211284136,0.233260689
0.215262454,0.241780348,0.246574184,0.258400738,0.209005383,0.208042932,0.197912673,0.259247777,0.223405168,0.195006775,0.189807738,0.23112,0.230099115,0.213135259,0.213406557
0.224634265,0.253356948,0.224325348,0.238464665,0.247299871,0.229416011,0.220866087,0.238872772,0.200568232,0.231840219,0.215773058,0.22953002,0.229977414,0.227250231,0.203384839
0.227769722,0.245308306,0.235945119,0.244376633,0.258381772,0.217699346,0.217617067,0.221685718,0.214917435,0.213664349,0.241955576,0.236059486,0.225285863,0.231483628,0.214829573
0.205475279,0.222815852,0.213169184,0.234256783,0.210997534,0.245104744,0.209082179,0.233727481,0.233811734,0.209017484,0.232050768,0.208285463,0.217424153,0.225976736,0.215279521
0.208353331,0.231911302,0.221009162,0.236949199,0.214321312,0.272615723,0.227580962,0.232876322,0.274472655,0.245214776,0.227678418,0.20801521,0.205605964,0.207421698,0.202471165
0.188936302,0.222321301,0.226077551,0.229889468,0.203788894,0.248445764,0.220564362,0.240864172,0.244296632,0.22594457,0.217597808,0.205552341,0.232650868,0.194167451,0.199102982
0.230321924,0.217239546,0.243773042,0.221253326,0.216184415,0.2549996,0.219929594,0.228064738,0.229719445,0.205560328,0.191824463,0.234478835,0.2139972,0.221733308,0.21773073
0.236289965,0.238264902,0.233789171,0.259300965,0.205524066,0.241036524,0.212988876,0.223463547,0.227667395,0.214941723,0.203140575,0.239443248,0.192842543,0.210829428,0.225380309
0.233270571,0.234891468,0.20295569,0.251600754,0.204935305,0.215661869,0.228794398,0.240165564,0.249175669,0.192545358,0.211237224,0.223119187,0.225666323,0.224317904,0.241623313
0.239438174,0.214491589,0.185924364,0.226205228,0.235502477,0.211368219,0.21479992,0.206635088,0.218007137,0.217005732,0.236384555,0.202018305,0.236849218,0.212607213,0.223925388
0.231682797,0.229853904,0.19146062,0.22346971,0.226111313,0.212868897,0.200532476,0.212417948,0.218495806,0.210147204,0.244359914,0.193949879,0.219088047,0.198279015,0.208100199
0.23828587,0.240004183,0.193899441,0.231234816,0.23684446,0.206583974,0.181819922,0.241349295,0.252017559,0.227931579,0.229088051,0.218086954,0.239973568,0.204686549,0.204248944
0.239658477,0.199552557,0.196060223,0.228914317,0.266227287,0.204224961,0.194650951,0.231517144,0.23577628,0.243760524,0.2187661,0.24282115,0.219561099,0.207360731,0.213624364
0.217693102,0.192853702,0.209989287,0.232039452,0.237428085,0.217627855,0.186060803,0.194739128,0.229563443,0.21076167,0.22269595,0.223665476,0.18156442,0.218750762,0.20088733
0.239698272,0.21128908,0.217405591,0.249154544,0.205067587,0.239440638,0.181723154,0.226556076,0.215266295,0.214050891,0.26307279,0.231840825,0.208055437,0.229285756,0.204722015
0.239603776,0.238722546,0.207660214,0.242959325,0.25143292,0.212058513,0.196668457,0.252402368,0.215689373,0.242782258,0.23731155,0.23224605,0.21778756,0.224817865,0.206028925
0.245470599,0.242617521,0.202841518,0.210144888,0.244049852,0.19068354,0.236363468,0.219082906,0.244023217,0.255991509,0.221165313,0.22979516,0.207982024,0.221719702,0.213211998
0.239645835,0.220880726,0.209821869,0.222949026,0.212769774,0.194670074,0.212976526,0.218827616,0.248959866,0.254213618,0.222145824,0.236214768,0.201324281,0.221831608,0.209470993
0.203217349,0.185946112,0.241320009,0.231518951,0.227427324,0.205865637,0.215135484,0.212419633,0.238298493,0.247621481,0.223265339,0.233905129,0.230664923,0.193204219,0.208543139
0.234745464,0.177532788,0.224028904,0.23804451,0.225633075,0.224948173,0.20058623,0.217342869,0.191175803,0.210619766,0.221032869,0.193646202,0.236114152,0.214615741,0.20306592
0.236019656,0.216673453,0.197602706,0.216026192,0.2441263,0.223178264,0.226271706,0.202440037,0.212544844,0.207538129,0.23433722,0.199322904,0.231137372,0.230110464,0.236959116
0.212448888,0.223156249,0.203417166,0.186299266,0.236508786,0.212706974,0.227149509,0.19944494,0.229103694,0.2159549,0.231340741,0.218966613,0.21296906,0.226839129,0.240990958
0.250625874,0.212538809,0.248340141,0.203793386,0.237995417,0.22618253,0.201101844,0.217840997,0.23136363,0.246987666,0.221241691,0.226624616,0.190704232,0.219390842,0.229251365
0.238568102,0.200648029,0.231297166,0.220975645,0.225348317,0.246881427,0.213901225,0.217119631,0.258397475,0.237837355,0.231162173,0.218624334,0.223756564,0.202420335,0.224986266
0.217819337,0.222018548,0.221129641,0.210203659,0.198146049,0.247259335,0.193429879,0.200678711,0.236360652,0.24261404,0.218433906,0.216863164,0.21252279,0.184320554,0.210709263
0.231524603,0.233089997,0.189338362,0.200765117,0.244046961,0.208610675,0.216986297,0.222846034,0.210690015,0.246239358,0.218303696,0.195548004,0.192798147,0.199236457,0.21492309
0.218493086,0.218707928,0.199233069,0.211245175,0.234383971,0.176723105,0.240767027,0.241579775,0.207605488,0.246266471,0.211908799,0.220359599,0.214223001,0.235774001,0.227992407
0.243030475,0.233803813,0.213764823,0.236924759,0.208184954,0.199988044,0.219395216,0.223330822,0.214152213,0.226797295,0.223329009,0.233750766,0.22549046,0.214858716,0.204834423
0.229476009,0.212998647,0.226448701,0.226405775,0.219398877,0.231561159,0.208150696,0.216710777,0.228062944,0.218952697,0.233760409,0.206876515,0.219959577,0.222679993,0.237395856
0.230111905,0.206887206,0.222504901,0.230074628,0.208039003,0.219556815,0.211660218,0.22362097,0.213793064,0.192400126,0.261795277,0.21130844,0.223410126,0.216797994,0.208179171
0.241495407,0.211734271,0.213019205,0.225262213,0.197465097,0.198962219,0.20144486,0.230536478,0.217738121,0.197044032,0.251446612,0.220701954,0.212598736,0.22074596,0.204738644
0.232632296,0.229806443,0.22633006,0.219812275,0.224919132,0.217697202,0.222502091,0.235827799,0.228661022,0.201049155,0.240624096,0.218356483,0.204391605,0.227034098,0.212075688
0.22274597,0.218382281,0.20293078,0.246638575,0.248091713,0.198724359,0.204545397,0.215539413,0.226384313,0.203698186,0.217197729,0.234783261,0.244778035,0.233287786,0.207291602
0.188311417,0.219809906,0.195798107,0.242448785,0.230002022,0.197388291,0.198517438,0.212387496,0.212439699,0.213205288,0.230995846,0.223928542,0.239460721,0.216661284,0.195033107
0.212452374,0.209268217,0.199924978,0.214294431,0.213632542,0.197087205,0.21234468,0.212843867,0.21885574,0.215212457,0.259463125,0.218487476,0.213201737,0.205582482,0.210999869
0.239856384,0.189079216,0.209973963,0.223914005,0.261980794,0.20396743,0.214167274,0.238081223,0.225864754,0.225346263,0.226794341,0.214445234,0.185045545,0.239981675,0.213414523
0.24172892,0.181092219,0.218137749,0.224164953,0.248984786,0.2306125,0.210417822,0.243835579,0.222852346,0.23602591,0.224656159,0.208095496,0.19873217,0.220832561,0.230130274
0.219737025,0.215579279,0.228415672,0.203637147,0.20646423,0.218166317,0.212328866,0.236706677,0.23425926,0.208706778,0.238761608,0.200951195,0.217622621,0.231952079,0.256584699
0.199710475,0.221713526,0.232779371,0.210163616,0.203616921,0.231253793,0.188649321,0.248721773,0.233007201,0.231399959,0.230985749,0.218159727,0.207094579,0.2305555,0.229432517
0.238266575,0.213571673,0.257244636,0.23230872,0.205700249,0.233285805,0.183678896,0.222411002,0.213843645,0.198971494,0.223419403,0.22276844,0.197725243,0.220701945,0.2321633
0.22028249,0.209174343,0.243136884,0.22403676,0.232507005,0.203655238,0.211004364,0.196408239,0.218705486,0.177753607,0.223395107,0.256195933,0.209375284,0.225061988,0.224677961
0.217833333,0.218811249,0.215828781,0.193324946,0.196381847,0.199204722,0.233791092,0.197798694,0.197152705,0.195736986,0.205493541,0.24746452,0.213782234,0.199392193,0.214017108
0.22119082,0.23739619,0.210833223,0.239311429,0.198570505,0.215583924,0.207237918,0.217394744,0.182900931,0.203775474,0.226278248,0.218196653,0.207796471,0.239399209,0.212457911
0.203706882,0.218456968,0.218526294,0.245311982,0.198294478,0.221240405,0.212218476,0.249500869,0.19856287,0.215613101,0.227714692,0.214344724,0.217025405,0.242738165,0.208176401
0.190759104,0.209840628,0.205730658,0.221897984,0.189931626,0.207966624,0.205546714,0.242048589,0.221996335,0.247592219,0.236267606,0.197681233,0.222781834,0.223215306,0.209921481
0.196555099,0.210772276,0.233409807,0.200009113,0.184581075,0.208183618,0.189823132,0.249022055,0.215321059,0.23007777,0.239291353,0.236342913,0.200236851,0.200675587,0.210015737
0.208811383,0.222540065,0.234700112,0.193408556,0.236768743,0.186476192,0.192401244,0.222040314,0.216354783,0.20088291,0.249870261,0.215925618,0.218881997,0.185857979,0.206781743
0.248403494,0.197573094,0.217920765,0.207551674,0.232458096,0.199534295,0.236165938,0.219842703,0.210717993,0.222065815,0.223171341,0.238667415,0.207023249,0.197716261,0.217053896
0.231334718,0.189584475,0.208259518,0.22737422,0.22224561,0.202663291,0.241698399,0.22612886,0.197201083,0.232316401,0.21835275,0.241757793,0.210865836,0.212875126,0.213351462
0.219111526,0.208620348,0.209761217,0.228297684,0.203632956,0.218159373,0.219640094,0.214320676,0.198953762,0.224457139,0.219760861,0.235601929,0.206182532,0.229000391,0.197326669
0.218545214,0.208815349,0.198174484,0.235978018,0.232220591,0.23293437,0.206845915,0.212896447,0.216161297,0.231798512,0.216808451,0.226713312,0.18370175,0.23928692,0.205118382
0.232835757,0.192378562,0.215566911,0.207066457,0.219744397,0.243044715,0.204109102,0.213682033,0.227829595,0.21484645,0.233423847,0.229911214,0.196957894,0.249726501,0.200751402
0.282111689,0.196223372,0.212684323,0.200014454,0.240001796,0.239574392,0.189556103,0.185676357,0.210444084,0.215438775,0.239803808,0.218800838,0.21557899,0.236601171,0.183351434
0.248262375,0.17917127,0.200861274,0.213056877,0.226102874,0.241280998,0.177966605,0.202244573,0.203027678,0.211599631,0.22892826,0.200990029,0.218902578,0.22472874,0.212760247
0.237278025,0.189842118,0.216766741,0.241684041,0.231507388,0.216311082,0.199934562,0.198849425,0.220779288,0.2228241,0.203209305,0.223918856,0.210573311,0.196035815,0.198117609
0.220553773,0.221867703,0.247782351,0.226264046,0.218341287,0.198481552,0.223564102,0.200817433,0.240209114,0.26430229,0.202762627,0.224953003,0.212006164,0.19340403,0.216076592
0.221059076,0.22811654,0.2282908,0.220465341,0.22330869,0.220580364,0.218033629,0.221031742,0.222559464,0.240127669,0.209157894,0.246896443,0.226288061,0.190550722,0.230819452
0.223764312,0.208491911,0.221900067,0.230454013,0.22576779,0.225089015,0.200088837,0.218443772,0.225685065,0.219056285,0.224491395,0.27363874,0.222895391,0.193345958,0.209774694
0.227910718,0.197165727,0.20935249,0.225914486,0.201571984,0.212938402,0.180369197,0.192855127,0.211973845,0.219558322,0.231801814,0.224226286,0.203671418,0.230685594,0.228697776
0.240702915,0.202730611,0.208745677,0.198869696,0.222846489,0.208394969,0.194077812,0.203982834,0.200558544,0.227535521,0.222516015,0.191254276,0.206327227,0.223162033,0.223996436
0.231939691,0.23493395,0.184104709,0.207556867,0.249508368,0.231569401,0.218133167,0.192667221,0.203353207,0.21018344,0.230280443,0.208573181,0.217092068,0.22317519,0.220164644
0.2178055,0.236863369,0.192455616,0.221255963,0.235152404,0.231155197,0.209533793,0.197569202,0.235040299,0.189375037,0.196978692,0.230985841,0.211311701,0.228074144,0.230293504
0.238918384,0.228694527,0.218774389,0.217060787,0.240971259,0.226449278,0.206929204,0.193649536,0.224237387,0.195255465,0.22002653,0.247773428,0.20073548,0.215977176,0.228269329
0.237960509,0.213402494,0.20847425,0.217029496,0.210664801,0.204889044,0.220269463,0.197331417,0.227601551,0.205513398,0.213564328,0.22557376,0.210953331,0.209387689,0.235348453
0.199636239,0.19954446,0.197639583,0.214051159,0.180259608,0.192828156,0.238487895,0.206365523,0.214370395,0.207183457,0.209876282,0.225019009,0.218035879,0.197205487,0.21333077
0.205246665,0.190022309,0.202134236,0.229776934,0.193191064,0.205240399,0.235003356,0.217832163,0.204714587,0.211527107,0.21143803,0.233818921,0.202163996,0.196010084,0.200773921
0.220852548,0.20711092,0.219836345,0.208759417,0.216367442,0.207519553,0.214411701,0.235047604,0.195845558,0.225638894,0.203910143,0.205765159,0.21401704,0.200198925,0.217083425
0.228173525,0.183442731,0.189201643,0.217876065,0.235040877,0.228298292,0.202239432,0.224669481,0.183666054,0.207954041,0.20328683,0.202627335,0.244572495,0.182649043,0.218308456
0.212776937,0.203544522,0.180881527,0.209053427,0.209451822,0.214560289,0.195280937,0.235237421,0.187600026,0.185565114,0.197748267,0.231320639,0.258258829,0.208921864,0.19431057
0.198643507,0.213697244,0.193775046,0.229166832,0.216261729,0.223107934,0.242381377,0.210968483,0.20354343,0.219074749,0.203736002,0.25656894,0.239502244,0.200780604,0.216353359
0.20594452,0.228506921,0.208771105,0.218889764,0.22663039,0.213000393,0.222123882,0.201723399,0.217401431,0.230185993,0.228494282,0.25234073,0.236140279,0.197170876,0.21788967
0.236882391,0.222862425,0.216610956,0.210167097,0.217141882,0.21228761,0.189859923,0.199250355,0.213571792,0.236485536,0.189417077,0.223608942,0.210474426,0.22980324,0.195423884
0.226609864,0.224891299,0.210422334,0.229642555,0.22758387,0.206773666,0.199931613,0.233164573,0.218566202,0.217726417,0.193355256,0.195715442,0.217681582,0.238462032,0.194072875
0.213447797,0.227360287,0.238901891,0.237364674,0.223227682,0.209117962,0.236389716,0.201277653,0.235903266,0.201985233,0.213522157,0.221699081,0.236857674,0.227270743,0.209989484
0.20262855,0.195827845,0.214433035,0.216887672,0.219597309,0.205634446,0.202891566,0.211400966,0.238255521,0.201017686,0.217204933,0.225367851,0.221012209,0.21402858,0.209202266
0.222386012,0.21212495,0.224088953,0.191593737,0.213830494,0.192663051,0.197617369,0.199420725,0.220075674,0.200173614,0.215004458,0.216253394,0.187585499,0.221930008,0.222319936
0.208476096,0.229281428,0.230128198,0.185425975,0.189170643,0.187993737,0.179226671,0.193390828,0.206639695,0.199162465,0.203007663,0.213523158,0.21767279,0.220209436,0.226521412
0.217864643,0.235318402,0.215216665,0.202609356,0.177557434,0.169739395,0.199363476,0.202845617,0.195157346,0.198225852,0.213961102,0.223504884,0.224347735,0.223627319,0.215723447
0.235083819,0.226590792,0.232067335,0.214341409,0.208095223,0.181107196,0.20045024,0.197382664,0.184098076,0.193331139,0.230754974,0.215465908,0.21563526,0.205736352,0.200624326
0.221650633,0.222137621,0.231939492,0.22244837,0.229183343,0.214908601,0.228499645,0.224902303,0.195546683,0.198863925,0.236322373,0.228582886,0.217894742,0.191509545,0.247019753
0.206887317,0.2197847,0.233815404,0.210910401,0.226945387,0.244914932,0.193072212,0.219590685,0.223259047,0.215826629,0.214847102,0.187555151,0.217591835,0.215775693,0.248241636
0.202982244,0.214945629,0.247680021,0.25182626,0.214644756,0.241790742,0.197499262,0.238777868,0.22203273,0.202763684,0.206431936,0.181081946,0.223837955,0.212957246,0.226430886
0.176445974,0.215196455,0.224477151,0.212350982,0.227168777,0.235063627,0.237636745,0.23649818,0.191634885,0.207181806,0.21079843,0.19383811,0.22662624,0.202690575,0.209514157
0.169596192,0.218235666,0.21629863,0.203262167,0.22281026,0.217614068,0.225320657,0.243201988,0.222120229,0.194294918,0.215077013,0.215098508,0.235819441,0.242926772,0.223617195
0.179245854,0.213977794,0.229957204,0.223236265,0.218443965,0.227467283,0.236313317,0.218152312,0.231904526,0.178462462,0.217175335,0.199448359,0.21235202,0.235414989,0.191414563
0.198901583,0.226745848,0.240455264,0.236706997,0.190453466,0.231463442,0.211727886,0.215057536,0.219157735,0.197133222,0.215639694,0.213619343,0.216592735,0.225755537,0.178106238
0.217120942,0.189637019,0.216480342,0.222963448,0.21462424,0.211950678,0.203254095,0.220298321,0.227010353,0.182107114,0.225935893,0.241260708,0.217682735,0.220019355,0.196340508
0.23035929,0.200767751,0.210622921,0.220855308,0.219887487,0.196132434,0.244541612,0.196887817,0.244860992,0.201836283,0.213532595,0.210926603,0.199437523,0.194725743,0.209255736
0.193764706,0.240819482,0.238000628,0.199430816,0.205653769,0.209049644,0.229430182,0.196338776,0.23509174,0.200408413,0.210382389,0.227631516,0.217104309,0.213862238,0.205710744
0.196463298,0.245591809,0.222707098,0.182239073,0.206537211,0.190121794,0.214269515,0.215477919,0.219475716,0.210202249,0.216748329,0.241826442,0.213422877,0.205386666,0.217074974
0.228355218,0.224040531,0.210642619,0.19222275,0.210178922,0.212406892,0.208100067,0.207879635,0.245460195,0.208736262,0.235391044,0.231189845,0.186909957,0.195842903,0.214622227
0.185289261,0.227791884,0.205453368,0.192810847,0.203229955,0.218714824,0.179911149,0.196482155,0.244327817,0.211683232,0.270305596,0.204246352,0.179560095,0.191921989,0.246232286
0.185456909,0.223754036,0.184527074,0.224725921,0.21064122,0.221913879,0.208379869,0.203113884,0.200631636,0.243998755,0.232908111,0.209314384,0.210405002,0.206674942,0.22777642
0.201935251,0.22318315,0.209258728,0.231445976,0.203170345,0.21823678,0.221452281,0.206997808,0.175593656,0.248682875,0.229912312,0.219553218,0.216386537,0.205410201,0.172178449
0.205261235,0.215418949,0.236236962,0.214937222,0.192251123,0.194990489,0.202788742,0.201450261,0.192393978,0.212300863,0.231382282,0.192514792,0.210061684,0.214423561,0.197927091
0.212247667,0.229055155,0.223014067,0.220578755,0.192069993,0.209167263,0.182804095,0.227019991,0.222391013,0.209181838,0.190558436,0.185489773,0.200438233,0.21802266,0.211258075
0.201189452,0.217737397,0.232570627,0.203186033,0.189396552,0.225806431,0.199277468,0.200516264,0.222929888,0.197441623,0.220649149,0.195502885,0.218045049,0.222446732,0.232576059
0.208133385,0.190659709,0.228965642,0.19828183,0.181598653,0.216382919,0.238254735,0.199451044,0.202194777,0.179082674,0.238833134,0.237081276,0.212997428,0.224888807,0.218924764
0.210369062,0.198047576,0.206478978,0.1948845,0.223523553,0.226962382,0.217898429,0.198389275,0.205819768,0.183870122,0.232991263,0.231190262,0.224292345,0.213435586,0.221011835
0.204401217,0.237129661,0.223041075,0.235709328,0.243369346,0.22089955,0.216471113,0.198737638,0.198271748,0.179904759,0.211845712,0.246556558,0.215620689,0.202722078,0.227597224
0.205109753,0.235930314,0.248904434,0.213271667,0.217053384,0.226393078,0.202391926,0.17487738,0.199967593,0.197104675,0.202348884,0.228979612,0.202684797,0.188053951,0.221303826
0.212506512,0.218271053,0.227496984,0.212064551,0.213465484,0.200560739,0.215274284,0.191840619,0.238365325,0.230462057,0.20548769,0.207042237,0.213612813,0.220667847,0.230221833
0.239257242,0.216341015,0.234417381,0.214397339,0.206008258,0.215835863,0.199587787,0.202609264,0.235461348,0.207656977,0.226722632,0.228902164,0.213575343,0.225278065,0.235562648
0.250104698,0.225607968,0.232591286,0.219228365,0.203599558,0.20295077,0.207314664,0.219964656,0.221369538,0.196689614,0.221830451,0.237133764,0.21869001,0.204774794,0.206289216
0.257282642,0.206754006,0.211618507,0.20574051,0.207121845,0.237704898,0.207255966,0.245823124,0.239553658,0.18954671,0.222049843,0.220506705,0.223884056,0.205769458,0.231116191
0.204501473,0.211693576,0.209306707,0.216029891,0.205358195,0.248510643,0.218419191,0.214560063,0.198084163,0.199611613,0.210120886,0.213379725,0.226807551,0.229032115,0.260696544
0.202852702,0.211079929,0.22069969,0.222387449,0.194467429,0.236172549,0.204883841,0.195176497,0.201117922,0.218271015,0.227742655,0.225450636,0.22050236,0.238440795,0.245159587
0.197113109,0.189512396,0.252395335,0.240070978,0.231556498,0.237342555,0.204924917,0.182462132,0.218982041,0.245706675,0.23943069,0.214876761,0.214764129,0.240558383,0.20702403
0.200648559,0.184605858,0.230989749,0.242576618,0.225935841,0.239417196,0.219439834,0.20661055,0.213833462,0.241085999,0.270925082,0.182437133,0.218046782,0.226797636,0.209920411
0.216143369,0.211601354,0.200676955,0.226177748,0.191566912,0.232197172,0.220973309,0.224938963,0.20141715,0.21689457,0.252725467,0.190395969,0.204794545,0.253248631,0.213021054
0.230810122,0.195805347,0.202002208,0.230768692,0.212092145,0.229086741,0.213625516,0.234195445,0.22323465,0.211346721,0.222589605,0.236852345,0.195867774,0.225722792,0.226599984
0.187426443,0.186199814,0.216443606,0.229746599,0.219909044,0.214433971,0.198732317,0.211784991,0.233157371,0.237465233,0.201847455,0.226837448,0.19970731,0.209676394,0.235658192
0.183549742,0.219972293,0.241252108,0.202391151,0.211050458,0.221392848,0.182800629,0.179752365,0.207802631,0.226593464,0.199812523,0.250854711,0.180617919,0.204045849,0.243146871
0.221820349,0.230103832,0.225417675,0.211698915,0.214694612,0.206043448,0.210693128,0.191387225,0.230441475,0.224596963,0.219332632,0.265763867,0.1905546,0.205770499,0.255122796
0.21798336,0.229906019,0.213492498,0.194305594,0.20554973,0.20385837,0.251962773,0.21566309,0.255512813,0.220992809,0.222412448,0.25200273,0.180529892,0.207828894,0.214040693
0.188211079,0.217221791,0.222017516,0.201496912,0.221644513,0.219653042,0.227885468,0.212660126,0.248676211,0.217986341,0.237591239,0.247277725,0.200732823,0.229370431,0.191552988
0.215980253,0.204602651,0.216151966,0.209394793,0.218760079,0.222901505,0.185654481,0.238429508,0.241193412,0.209259503,0.20789075,0.208334345,0.210651429,0.232355816,0.212666428
0.205661849,0.214315682,0.214240079,0.211812234,0.214263588,0.220330258,0.188492004,0.227457517,0.215109293,0.219053885,0.219583935,0.21292778,0.222420579,0.209339467,0.202325157
0.197439076,0.219766382,0.213459058,0.241660104,0.234567236,0.229569526,0.218251445,0.210565148,0.199730999,0.245984193,0.216232622,0.238460468,0.212604652,0.21880002,0.198292178
0.200256155,0.198866619,0.208944034,0.250280581,0.238380022,0.231484032,0.196395276,0.197879382,0.230617784,0.219042611,0.217141067,0.217952504,0.203014351,0.216069924,0.223260524
0.202654095,0.164163528,0.207708767,0.243200329,0.194472242,0.211136158,0.202370072,0.193549286,0.205945199,0.224019779,0.227225093,0.195495788,0.22603918,0.22000702,0.236631303
0.18224793,0.196906,0.193173709,0.223615642,0.193496567,0.234738152,0.221312221,0.246007279,0.203816555,0.245332815,0.229105958,0.220254588,0.232784275,0.211564747,0.205635199
0.189607019,0.242024832,0.195397471,0.193070956,0.236326869,0.206612059,0.203271361,0.228387068,0.210712987,0.230469392,0.218574576,0.218325104,0.235559108,0.209448335,0.215461982
0.194985375,0.22398121,0.203453195,0.184217174,0.223333036,0.222594802,0.197443479,0.186603747,0.229668031,0.203678848,0.228518335,0.225205048,0.222159283,0.198828734,0.220163563
0.200267359,0.221251477,0.218404897,0.179172014,0.216804739,0.223251152,0.205219998,0.214635669,0.221621938,0.228821789,0.236484673,0.220746229,0.201643929,0.23283098,0.205982359
0.210631062,0.18841021,0.204173997,0.212966059,0.230680598,0.188632195,0.209655902,0.232506438,0.216746532,0.232522533,0.217959447,0.23131232,0.215718667,0.210728501,0.192036068
0.197239767,0.217123875,0.21420964,0.218962159,0.219843268,0.199977111,0.177685734,0.213989231,0.223642576,0.261491663,0.221478732,0.250439058,0.235784311,0.213744542,0.193988026
0.226163794,0.220860437,0.212693823,0.223727955,0.216195504,0.220865511,0.186625061,0.205467103,0.232777162,0.224303239,0.25380458,0.248183722,0.222751102,0.213626806,0.196959697
0.217627836,0.184318187,0.211852573,0.213438755,0.219342939,0.231770839,0.191703112,0.210055228,0.2274684,0.186889963,0.254623437,0.248064705,0.227058112,0.223624873,0.217995738
0.209988968,0.199202961,0.219831118,0.200502338,0.211848477,0.221435042,0.211205239,0.221340252,0.242208679,0.201241899,0.232154862,0.193159621,0.216555994,0.214237779,0.212459347
0.221949298,0.207252999,0.235392537,0.251281861,0.204423009,0.197770237,0.222630127,0.252626003,0.218055537,0.189154018,0.223152586,0.209343788,0.205552302,0.212463611,0.202642853
0.223822053,0.239977256,0.266683002,0.266970865,0.19663344,0.219012577,0.24632257,0.228774454,0.224006458,0.159742708,0.186049447,0.204694915,0.213369453,0.22529996,0.20227443
0.18482982,0.231751711,0.240109294,0.247052062,0.185271403,0.214173929,0.256280833,0.198371533,0.227689479,0.176899757,0.188444735,0.209266589,0.217793594,0.219504691,0.222231276
0.199751772,0.207663234,0.214776279,0.245245642,0.222815681,0.211075895,0.219120436,0.204489698,0.202135766,0.160576207,0.20688089,0.228059168,0.231214773,0.214185446,0.222134666
0.205395053,0.194943799,0.211660201,0.238178437,0.252536393,0.227085986,0.186892802,0.199102542,0.198220918,0.208403667,0.233926922,0.258559608,0.212210885,0.22728961,0.212855317
0.187053622,0.174591358,0.215494725,0.206479488,0.229559708,0.227774896,0.220915747,0.200095154,0.241715466,0.200221066,0.234926632,0.250596055,0.198960871,0.208715467,0.222745732
0.197484086,0.197486231,0.208139959,0.201639776,0.198627026,0.202833524,0.219062483,0.210417246,0.247502491,0.218986008,0.237723327,0.211372017,0.186897769,0.201940296,0.212252939
0.216979842,0.194387219,0.220701434,0.212997368,0.218675853,0.19769317,0.217623463,0.186542787,0.20324428,0.266092999,0.226033551,0.218341236,0.182677524,0.207460187,0.221865327
0.220052147,0.2011756,0.214802039,0.213334032,0.196092343,0.219875103,0.194560165,0.210490422,0.208966436,0.251892417,0.219732434,0.214612193,0.205771336,0.208879649,0.23201128
0.231605436,0.250839408,0.203588006,0.22372216,0.177034487,0.20193726,0.215281598,0.210937623,0.223578286,0.214287341,0.220894429,0.225896282,0.208771964,0.219052482,0.220121194
0.182261128,0.241741427,0.219484073,0.217248085,0.183388886,0.241108749,0.21929853,0.213098788,0.219116856,0.202159656,0.248626032,0.202209558,0.230946377,0.222332666,0.201381564
0.183687437,0.201987079,0.223156169,0.219590372,0.19849634,0.230413939,0.201291273,0.220143276,0.212107856,0.208089547,0.216851973,0.191353786,0.230198072,0.224485841,0.213088035
0.216428571,0.218541177,0.221362793,0.229931901,0.202638632,0.223412888,0.21208825,0.197415633,0.223206902,0.208232592,0.216605324,0.193820377,0.221884752,0.2196463,0.232064671
0.208784963,0.183041964,0.214281245,0.22036097,0.212613373,0.199970629,0.231961628,0.209065506,0.211551707,0.208292651,0.20947864,0.229804475,0.213887783,0.217855586,0.21674615
0.196081898,0.181446229,0.211162655,0.202567491,0.203580117,0.207348035,0.212839529,0.209103316,0.202571348,0.212205462,0.230939346,0.243979318,0.231511523,0.232587325,0.204815582
