BallenasCompressorSk440-Cyl2-2018-09-26 15:30:25,BallenasCompressorSk440-Cyl2-2018-09-26 15:35:44,BallenasCompressorSk440-Cyl2-2018-09-26 15:43:59,BallenasCompressorSk440-Cyl2-2018-09-26 16:14:27,BallenasCompressorSk440-Cyl2-2018-09-26 16:17:45,BallenasCompressorSk440-Cyl2-2018-09-26 16:21:06,BallenasCompressorSk440-Cyl2-2018-09-26 16:26:12
0.220078274,0.204233512,0.211991537,0.210343823,0.212720841,0.231836769,0.202364503
0.217164248,0.215981682,0.225109718,0.223892724,0.226308486,0.224142608,0.208929248
0.214448984,0.20619255,0.218268038,0.230524576,0.21217154,0.209757532,0.186913184
0.20774169,0.209735258,0.207686253,0.229333349,0.2215973,0.21614087,0.179924765
0.199919648,0.219655059,0.214520019,0.218542195,0.216080224,0.223299639,0.198629686
0.21711313,0.215149839,0.22224156,0.205969287,0.207196777,0.230265122,0.215333637
0.232297748,0.209724131,0.210963498,0.200437325,0.213955651,0.225605389,0.215962631
0.227964056,0.206216794,0.207229307,0.200891391,0.208215959,0.216317014,0.237856428
0.222632579,0.210793621,0.204580382,0.215827254,0.202686733,0.210679731,0.199242974
0.222960938,0.210258783,0.217189014,0.221157474,0.206410173,0.224069445,0.191484153
0.217025652,0.218680759,0.224850121,0.215247555,0.207386073,0.226675736,0.220018011
0.219306213,0.224805878,0.227515476,0.21860218,0.212657715,0.231199919,0.225052025
0.20449564,0.217645894,0.219150677,0.234029957,0.219198377,0.217799482,0.199749888
0.215912915,0.220382876,0.21722511,0.223242339,0.203027994,0.217898307,0.196735465
0.21093565,0.204458378,0.212580407,0.216667126,0.215183904,0.235278336,0.213729871
0.227932079,0.204931983,0.214996765,0.228796635,0.216686489,0.260697459,0.22753652
0.236166171,0.214206671,0.216128928,0.216081759,0.211940859,0.233538116,0.232951777
0.219622806,0.213719572,0.216987677,0.230632244,0.205865143,0.201457363,0.215003862
0.205693902,0.224543832,0.212303886,0.231127435,0.206463442,0.219011136,0.22473773
0.218574748,0.227113795,0.215500692,0.217879184,0.199740785,0.203222352,0.249371807
0.226913663,0.221314856,0.227909448,0.214343807,0.215796679,0.210859095,0.233085917
0.22800904,0.221447821,0.229596681,0.223811431,0.213432842,0.217625418,0.204454741
0.232690201,0.224923307,0.21983774,0.210516351,0.207260073,0.235763434,0.194479057
0.235036391,0.216758311,0.217797907,0.213853279,0.209386061,0.222622873,0.209684411
0.226411791,0.227174178,0.217417641,0.237272544,0.20557195,0.221435601,0.209114058
0.217367262,0.231396182,0.215740673,0.239161821,0.209724553,0.209682108,0.214671516
0.207813525,0.212551943,0.216639299,0.227333319,0.220815832,0.216203559,0.210548213
0.227957243,0.21413848,0.222114065,0.244769183,0.219031858,0.209697167,0.198808104
0.228457997,0.218129265,0.22225098,0.231141795,0.228124502,0.217522324,0.224601015
0.236558362,0.225598365,0.221965844,0.214085241,0.238205325,0.220811118,0.228419562
0.246885058,0.226215703,0.213561172,0.241764315,0.225262011,0.208792615,0.220209779
0.229826402,0.215251832,0.214513823,0.226592965,0.213489675,0.220456196,0.22444262
0.224730992,0.2132322,0.231856049,0.223839472,0.208364917,0.238040876,0.23615797
0.211713083,0.225042282,0.224261039,0.218831723,0.220844558,0.238297788,0.245384926
0.212763827,0.235189742,0.220059664,0.213267858,0.230079719,0.227493461,0.219726553
0.214373432,0.237544334,0.217651244,0.221556491,0.21964974,0.216554511,0.21989312
0.219618541,0.232560297,0.21928951,0.21725102,0.206873504,0.234621521,0.214849786
0.233922076,0.213183897,0.225068378,0.217589403,0.218256267,0.249807568,0.209794222
0.227268974,0.204534844,0.227381766,0.20750029,0.21647951,0.226116584,0.20200495
0.239862918,0.206540862,0.223971558,0.199708879,0.221799741,0.224533026,0.19307143
0.237890031,0.211256934,0.224004925,0.205272048,0.234523103,0.227590357,0.217961256
0.216092577,0.227252399,0.223735771,0.227910353,0.235623998,0.211747625,0.236099766
0.21277295,0.227195201,0.226262014,0.238704738,0.230167853,0.220363036,0.244805285
0.2262579,0.234218612,0.219016824,0.224215283,0.229285852,0.231515169,0.238971434
0.210883438,0.226943914,0.216956251,0.192162898,0.231516388,0.232406341,0.203148585
0.210170928,0.218192691,0.217388365,0.213035294,0.229695016,0.228208794,0.21517875
0.218977472,0.211098005,0.218414065,0.232342067,0.220092091,0.223349156,0.22203885
0.240617216,0.233763058,0.213888907,0.246612249,0.207191594,0.215256232,0.239988755
0.240855419,0.22736507,0.214601702,0.241088366,0.225927469,0.218397542,0.247015509
0.205119235,0.21829873,0.227380215,0.224538531,0.237953707,0.223722563,0.232911195
0.210490706,0.221321589,0.226184435,0.221116308,0.22037808,0.233070393,0.211422144
0.223276382,0.219329845,0.222839098,0.224617544,0.231295619,0.240728114,0.218502091
0.217974383,0.221991065,0.216144411,0.241980392,0.223996091,0.233946813,0.209835333
0.218660628,0.222594257,0.221526943,0.25953158,0.207818714,0.226744537,0.190179425
0.217426857,0.222835054,0.222529085,0.252967913,0.211551028,0.227899829,0.198188316
0.232662299,0.230252126,0.218452057,0.237936435,0.224709209,0.227436457,0.226397263
0.21791224,0.225447886,0.219401237,0.241197607,0.242986124,0.209778129,0.219085824
0.21866987,0.237163429,0.224702747,0.244660584,0.23056482,0.217793927,0.231482649
0.228241532,0.235646187,0.220450324,0.226419328,0.223250887,0.209984497,0.258121271
0.231536272,0.222637149,0.228553565,0.225631746,0.210332448,0.216972059,0.249461345
0.247939388,0.219220651,0.22497866,0.221236196,0.213807728,0.224629944,0.244738252
0.232539515,0.223204544,0.225726083,0.229048034,0.216478629,0.216132607,0.227470882
0.220186098,0.236327241,0.223488073,0.213225391,0.233525762,0.220451635,0.225943899
0.227850036,0.230310799,0.213786506,0.219042491,0.215678218,0.22438956,0.220356658
0.216533666,0.227490058,0.220764657,0.220873074,0.232577418,0.224837426,0.23254416
0.232277855,0.230154193,0.22629214,0.213459634,0.241745754,0.221828603,0.222771937
0.235246867,0.222871748,0.224798538,0.21405973,0.229036786,0.213548945,0.212850445
0.217572603,0.216687718,0.224333497,0.206652888,0.215250519,0.225467854,0.22592077
0.219248277,0.218607184,0.226528272,0.225293876,0.215656771,0.24146034,0.204156428
0.241898026,0.218593784,0.22172507,0.223340711,0.24345939,0.231782075,0.216399558
0.231057072,0.22041775,0.224742823,0.221848854,0.218311081,0.227308821,0.203838414
0.227169892,0.224877231,0.228172183,0.24703278,0.217443274,0.246475969,0.19326932
0.208825111,0.222348094,0.23172204,0.223009618,0.22503223,0.238818215,0.232795409
0.201802947,0.222323383,0.226193428,0.229268655,0.222001661,0.224496387,0.224181422
0.216423647,0.222634953,0.225897849,0.2233832,0.234006539,0.212064184,0.218056023
0.232926227,0.224275096,0.227458784,0.215612677,0.216826255,0.21578985,0.225931733
0.228882645,0.224097175,0.235677242,0.238422005,0.219905027,0.222810599,0.219182572
0.214107649,0.220306727,0.223300744,0.229335414,0.224271518,0.240255427,0.214764382
0.217615467,0.226301304,0.220826603,0.245442544,0.217045179,0.235630051,0.215664002
0.218088346,0.223593947,0.222256464,0.248639347,0.219209087,0.225963445,0.210486217
0.228186935,0.22782569,0.221881458,0.238331963,0.238643697,0.209295509,0.223454771
0.224397465,0.235296054,0.216851305,0.222554143,0.237333707,0.223513168,0.241375705
0.229489945,0.224141034,0.221955524,0.217778257,0.220696805,0.234045858,0.229700292
0.226956489,0.210324993,0.222432539,0.215729732,0.236036636,0.23534821,0.206922624
0.237276708,0.206384626,0.211933023,0.213148074,0.227463575,0.234424212,0.21416708
0.235777218,0.201386724,0.200369688,0.215162392,0.223258357,0.229972668,0.228388496
0.214028786,0.201651564,0.216483455,0.222588969,0.232161412,0.225276941,0.22072256
0.221908483,0.207481077,0.216843676,0.236346489,0.218165611,0.232885441,0.237886559
0.221047072,0.213280649,0.210420106,0.236849625,0.225026751,0.233569203,0.230815396
0.214506436,0.220176435,0.215081012,0.227101669,0.225967313,0.215590361,0.231804911
0.209396555,0.224469812,0.217107584,0.235554886,0.231086154,0.226479146,0.21067169
0.210978593,0.218608585,0.224889553,0.239665453,0.230149869,0.213723838,0.193670569
0.208089898,0.212603433,0.219345835,0.197406875,0.228546655,0.225599149,0.198814522
0.207234879,0.205316524,0.212584897,0.190210959,0.222259419,0.218765161,0.208867353
0.206511027,0.205896651,0.219629714,0.21960395,0.218139024,0.210096573,0.212703716
0.207882835,0.216872917,0.226226228,0.227472467,0.224874402,0.213831966,0.201461335
0.227422159,0.224989264,0.21826898,0.220930286,0.22823989,0.224735738,0.203738164
0.229568313,0.218414024,0.212272264,0.209992098,0.23232391,0.224213638,0.215196551
0.229095647,0.208558876,0.215434004,0.204549645,0.215441261,0.217628769,0.216375212
0.220583905,0.204505642,0.213954023,0.226803449,0.221030661,0.205773664,0.214470951
0.233813535,0.216268064,0.223571639,0.217187547,0.236069328,0.208543208,0.211731916
0.22450938,0.225174059,0.22148106,0.209886357,0.231449195,0.197283062,0.210299884
0.228055173,0.220249906,0.21866693,0.219854821,0.230571612,0.207124229,0.2019472
0.247402734,0.217502245,0.222183792,0.220188342,0.221614134,0.210333344,0.216551513
0.236301476,0.221088126,0.211599321,0.205063787,0.206387957,0.228390373,0.227342397
0.231509721,0.216296619,0.209726201,0.22365886,0.205850421,0.222710028,0.211985177
0.224578901,0.22491253,0.216408038,0.237320564,0.219926124,0.206308712,0.207730836
0.230012519,0.222473137,0.214116541,0.237084711,0.220662761,0.216227949,0.226148279
0.24043745,0.217099153,0.21003263,0.223606685,0.225488332,0.22123463,0.207685462
0.22649909,0.220451398,0.215273664,0.221522464,0.218520432,0.209989103,0.204226188
0.218311705,0.220489002,0.221490565,0.210160478,0.223516834,0.221766851,0.229810902
0.209712386,0.213096815,0.225591806,0.212154182,0.22378601,0.237411826,0.213101285
0.201530207,0.211550243,0.223250681,0.228467451,0.226413185,0.229101763,0.214747958
0.212523626,0.227614457,0.22346747,0.224114771,0.219991155,0.211321006,0.230397026
0.226965715,0.206540419,0.227007259,0.233393984,0.225907149,0.205775682,0.241141229
0.230164141,0.207330767,0.220896351,0.234733437,0.220779353,0.223023601,0.211638389
0.232223975,0.208822174,0.218360959,0.220870125,0.203383792,0.23115453,0.205852195
0.23005644,0.200688984,0.21208639,0.20642075,0.209048552,0.219667091,0.221218622
0.231662941,0.214787205,0.206866739,0.227670259,0.218760271,0.20505005,0.224909379
0.221739585,0.21684729,0.213821025,0.218123373,0.210942834,0.212881849,0.222463975
0.229381615,0.213326053,0.213290383,0.20897077,0.203108992,0.216463107,0.238285794
0.224665269,0.22104009,0.213050992,0.22434541,0.212338399,0.206718088,0.222729039
0.222887389,0.221744521,0.221226295,0.230676384,0.216868154,0.209022881,0.222017609
0.201679845,0.199335912,0.221806112,0.220612074,0.212377954,0.217040258,0.209862297
0.208311558,0.20166035,0.222882548,0.209996507,0.208596414,0.220222259,0.204378974
0.209708139,0.214822508,0.217396928,0.200252309,0.216752491,0.206368139,0.226756526
0.196246702,0.209445544,0.214647224,0.21869074,0.212748794,0.210345389,0.224401771
0.228319376,0.221497026,0.22052573,0.213417956,0.215624949,0.216604869,0.213029668
0.250448949,0.215857879,0.217830596,0.211772584,0.231765233,0.226002139,0.202710839
0.238653219,0.219755039,0.216013377,0.23008425,0.22099892,0.226277095,0.201794346
0.222559699,0.21733756,0.224281784,0.201643259,0.21321784,0.222536475,0.203556112
0.224093445,0.219394449,0.218534394,0.204328608,0.218798097,0.212612648,0.227492172
0.227018524,0.216610719,0.212656896,0.208452557,0.233516625,0.213782503,0.227507524
0.221899904,0.218078463,0.205965871,0.208974808,0.235164384,0.216297611,0.218822067
0.208089504,0.223713031,0.214308671,0.216233196,0.211999628,0.21214541,0.204410772
0.191692873,0.223632688,0.22044216,0.218102171,0.212853978,0.216240313,0.212046621
0.195921373,0.208995602,0.222215308,0.213033253,0.236417921,0.218739244,0.213534334
0.197194421,0.215856184,0.21934768,0.21492524,0.228774512,0.241424136,0.207300112
0.212960248,0.216140565,0.221779701,0.216480299,0.207043314,0.239844698,0.222800879
0.200529677,0.215637216,0.219031698,0.215558115,0.210838592,0.227384126,0.223759218
0.20692336,0.217918843,0.215269247,0.223367868,0.218727634,0.220966418,0.22894489
0.217333485,0.21444333,0.216919163,0.229251912,0.212080253,0.215988159,0.217895668
0.21978034,0.217201349,0.217927768,0.226433988,0.22184066,0.21267667,0.191236872
0.214884425,0.2106675,0.222299531,0.217825875,0.221771015,0.215885679,0.242637085
0.215432655,0.220721825,0.219180572,0.202204182,0.210153706,0.226546426,0.243029651
0.219563268,0.224235277,0.218537979,0.200956982,0.2182467,0.225891068,0.235231368
0.21484968,0.229372586,0.21522422,0.204618393,0.226768055,0.21146292,0.21943266
0.226065195,0.214791671,0.217676464,0.217681375,0.223536667,0.220606006,0.207455603
0.225370957,0.213917678,0.214285428,0.227510635,0.209684924,0.210695712,0.215084374
0.232418531,0.214373114,0.21823042,0.226004993,0.198898424,0.209797744,0.221599052
0.230506771,0.209797014,0.216571233,0.231278131,0.192971567,0.208351795,0.208245015
0.221503938,0.212200306,0.217998247,0.217814907,0.194089397,0.231163469,0.216481216
0.220321897,0.216918862,0.212198356,0.20145277,0.197990717,0.233139389,0.211375694
0.205534576,0.212612784,0.20319092,0.195006515,0.214856891,0.215056988,0.23698035
0.212978373,0.207764252,0.203773408,0.210355459,0.211722973,0.199614939,0.210883415
0.219311786,0.227356253,0.209076665,0.224375252,0.211146181,0.204867899,0.225536147
0.219163634,0.219138694,0.221796562,0.220578893,0.206779358,0.206837272,0.220096766
0.210165148,0.22048356,0.21867276,0.215244499,0.211846694,0.204851046,0.213815684
0.207768398,0.225254452,0.218514392,0.204971015,0.213234884,0.231377575,0.226785804
0.205261697,0.215503359,0.215564576,0.205813658,0.217948987,0.231112523,0.210950029
0.214953385,0.209763613,0.21822305,0.214457661,0.210733281,0.219592438,0.226524855
0.22483791,0.206861031,0.212393939,0.209476739,0.209248364,0.226572638,0.245220563
0.216044648,0.201088027,0.213242614,0.21440945,0.20603989,0.216150344,0.215069391
0.206000458,0.207555514,0.218518772,0.209806049,0.208707479,0.234590035,0.2040216
0.229179842,0.221532928,0.2174167,0.205090655,0.216033826,0.225720118,0.217209558
0.234971946,0.214320101,0.222983374,0.204883855,0.218014306,0.201075864,0.213147464
0.224225205,0.233100017,0.22224285,0.20198909,0.217882857,0.207193457,0.192551524
0.21048984,0.217963981,0.213275742,0.19870217,0.222370198,0.196947872,0.207164527
0.205970592,0.206693313,0.204018698,0.202678332,0.223976201,0.218055583,0.230516612
0.220832776,0.201331218,0.214471139,0.206707484,0.219136333,0.209379726,0.227313361
0.21688717,0.211260604,0.218519309,0.19933287,0.206590616,0.20170526,0.215128507
0.211006801,0.230605671,0.215197723,0.199972464,0.210372414,0.20271229,0.211594637
0.215052506,0.226485488,0.214618059,0.198915815,0.22693534,0.22007632,0.226052762
0.201078767,0.216332647,0.214769979,0.207243595,0.202781036,0.211599126,0.205016405
0.202281635,0.2184054,0.215170245,0.215416909,0.194761337,0.220028556,0.211641813
0.21131506,0.21521424,0.20823998,0.220610417,0.217249935,0.225042362,0.220529354
0.213019087,0.217091298,0.209200102,0.216079041,0.217426735,0.217129688,0.228749234
0.222683182,0.225117817,0.221595903,0.212527817,0.204292838,0.198335813,0.226389621
0.208555542,0.219986561,0.220129299,0.189385903,0.221415144,0.214457125,0.228953391
0.227336612,0.213094116,0.222804374,0.179871896,0.214446189,0.215979146,0.190407976
0.235827918,0.205663408,0.219476773,0.210665855,0.209869409,0.207001886,0.225905254
0.225637852,0.205313716,0.211814052,0.205832537,0.205793262,0.207434369,0.227101125
0.208846724,0.210489544,0.205830353,0.203401518,0.202473342,0.21173651,0.225395791
0.206765754,0.218836526,0.215062651,0.225481696,0.207672203,0.21702096,0.199663993
0.19161006,0.213761721,0.210036666,0.218702247,0.210293904,0.219872761,0.212131701
0.19802295,0.210031499,0.210321837,0.198420666,0.213142028,0.227002008,0.236598101
0.209535349,0.191794859,0.211999503,0.204632654,0.204336918,0.20381176,0.22178518
0.214196403,0.202690367,0.201478046,0.234847839,0.198788004,0.200697271,0.220472398
0.213457138,0.210388989,0.210984726,0.211946588,0.217880861,0.211978895,0.227906194
0.21896021,0.208446774,0.205395262,0.199893798,0.212589859,0.216330598,0.209286699
0.209998946,0.216233503,0.207231421,0.190450022,0.216071976,0.196144629,0.20790691
0.212569571,0.218247843,0.219897983,0.213006033,0.213401537,0.207423065,0.197264581
0.212116304,0.203426128,0.216738107,0.194629348,0.210005441,0.209908801,0.213432642
0.20506336,0.208505432,0.209835529,0.211494153,0.217303302,0.208350969,0.214636509
0.225684842,0.207757858,0.210926215,0.222924335,0.212033441,0.20541338,0.218430105
0.214344591,0.211508324,0.210913476,0.203080472,0.217333121,0.205058179,0.22099507
0.208079723,0.207488045,0.204725898,0.207635337,0.203770655,0.213229622,0.205862228
0.209651799,0.208830325,0.200019262,0.196334995,0.193502433,0.216062986,0.206319581
0.203330949,0.2036643,0.209648168,0.195457557,0.20557554,0.20560905,0.182070422
0.209070243,0.203839769,0.212409556,0.205655265,0.202999083,0.219756713,0.207588496
0.19956468,0.201692095,0.209723264,0.216782205,0.216524716,0.227442823,0.193182248
0.202799983,0.20196037,0.207301545,0.203843672,0.216966746,0.210506013,0.202768152
0.200871847,0.210678564,0.216323303,0.191592985,0.208943732,0.20564816,0.210120132
0.197863018,0.220955996,0.206260045,0.194538038,0.20945352,0.215932372,0.211831267
0.20622683,0.212673472,0.202094332,0.196371466,0.207370056,0.205825194,0.209338111
0.212834871,0.19833769,0.204026229,0.192106454,0.204798428,0.205829106,0.203014661
0.218278353,0.20163805,0.203188219,0.189165439,0.201969976,0.214299521,0.209106385
0.2068545,0.201926012,0.202547528,0.186827315,0.189852526,0.206022017,0.221168194
0.211638588,0.211683485,0.20096562,0.188738675,0.18864879,0.194984712,0.21131177
0.209490689,0.211385209,0.200186783,0.207194134,0.197059128,0.188598035,0.205245895
0.21173,0.195395862,0.208887848,0.205401959,0.215523274,0.211277319,0.2089061
0.210665567,0.204266018,0.21403566,0.201071212,0.214740815,0.209595216,0.20554854
0.204005638,0.208271739,0.210481025,0.199886463,0.214364169,0.198557211,0.19201299
0.199140891,0.196427582,0.209063365,0.216373432,0.22318422,0.205699361,0.18985597
0.203263227,0.181566743,0.203998106,0.220284926,0.209887059,0.212242413,0.184077203
0.196046669,0.188956047,0.199115426,0.205760075,0.219865181,0.20638504,0.20837891
0.193586059,0.196640125,0.207890085,0.207423913,0.210303282,0.212673142,0.222456734
0.194302812,0.20032472,0.213651737,0.210175979,0.2037991,0.208286398,0.233121472
0.181963806,0.205473828,0.206975378,0.217045549,0.193475221,0.207542154,0.226982853
0.196778832,0.200929686,0.202541055,0.217777381,0.210538735,0.200430882,0.190890032
0.205340429,0.201814944,0.200088741,0.196850328,0.211682467,0.192610314,0.178583562
0.201148384,0.20640941,0.199908717,0.192803583,0.203771905,0.197853189,0.190265332
0.20780132,0.189703581,0.200267339,0.213572108,0.204641979,0.196764125,0.206106231
0.198703918,0.20187114,0.205650598,0.206920895,0.21335571,0.195293452,0.173915462
0.191373433,0.202574573,0.205308597,0.187676298,0.20676058,0.201510693,0.159788408
0.202903614,0.194667931,0.206815312,0.188762144,0.204326483,0.215257226,0.189399143
0.184761573,0.189140224,0.206499175,0.192862586,0.191604178,0.213034615,0.186690647
0.186805778,0.197350759,0.201656833,0.191383485,0.195810356,0.202572088,0.182889658
0.184817916,0.202846087,0.199808004,0.208059761,0.190514186,0.190965805,0.216036407
0.196553817,0.196348296,0.203423247,0.202497761,0.188721169,0.189454523,0.198528976
